num,global_rounds,id_list
38,38,"[40, 33, 34, 18, 16, 17, 20, 10, 0, 24]"
39,39,"[8, 16, 1, 32, 13, 22, 21, 7, 15, 11]"
40,40,"[3, 30, 1, 7, 6, 31, 16, 37, 13, 44]"
41,41,"[11, 33, 15, 28, 44, 35, 32, 18, 42, 34]"
42,42,"[0, 9, 37, 18, 16, 5, 20, 6, 36, 48]"
43,43,"[14, 0, 32, 10, 35, 41, 15, 11, 36, 21]"
44,44,"[33, 49, 39, 4, 30, 28, 41, 9, 15, 24]"
45,45,"[35, 30, 14, 44, 15, 13, 22, 25, 4, 39]"
46,46,"[19, 20, 22, 46, 17, 9, 30, 31, 12, 39]"
47,47,"[6, 21, 2, 30, 16, 47, 18, 38, 45, 17]"
48,48,"[25, 32, 16, 39, 30, 44, 31, 12, 6, 40]"
49,49,"[15, 45, 40, 33, 0, 12, 17, 18, 23, 8]"
50,50,"[33, 14, 24, 21, 37, 49, 28, 4, 31, 8]"
51,51,"[14, 38, 36, 27, 4, 13, 6, 5, 39, 32]"
52,52,"[28, 40, 17, 11, 12, 23, 39, 16, 44, 5]"
53,53,"[23, 31, 38, 25, 20, 21, 7, 28, 2, 39]"
54,54,"[9, 22, 23, 6, 15, 2, 12, 18, 45, 37]"
55,55,"[37, 22, 15, 7, 21, 6, 35, 3, 28, 25]"
56,56,"[28, 31, 49, 20, 29, 32, 3, 40, 30, 23]"
57,57,"[27, 20, 3, 15, 5, 48, 6, 46, 0, 17]"
58,58,"[29, 17, 46, 48, 19, 18, 28, 12, 38, 37]"
59,59,"[41, 34, 42, 1, 31, 5, 0, 22, 39, 45]"
60,60,"[36, 11, 27, 25, 33, 47, 34, 23, 20, 19]"
61,61,"[43, 28, 10, 44, 25, 31, 39, 7, 47, 23]"
62,62,"[40, 42, 20, 46, 7, 21, 18, 13, 10, 24]"
63,63,"[37, 30, 16, 20, 22, 4, 43, 7, 0, 25]"
64,64,"[16, 45, 44, 39, 19, 40, 14, 13, 30, 27]"
65,65,"[29, 3, 5, 32, 26, 30, 46, 9, 39, 25]"
66,66,"[4, 13, 9, 40, 22, 34, 20, 39, 24, 38]"
67,67,"[17, 3, 30, 48, 25, 6, 46, 9, 34, 27]"
68,68,"[30, 36, 44, 13, 49, 37, 31, 3, 15, 32]"
69,69,"[13, 22, 20, 17, 32, 45, 6, 29, 5, 25]"
70,70,"[12, 28, 34, 26, 25, 5, 22, 42, 14, 49]"
71,71,"[24, 12, 39, 31, 30, 23, 42, 33, 44, 26]"
72,72,"[38, 42, 17, 43, 14, 29, 8, 39, 16, 41]"
73,73,"[31, 39, 0, 35, 9, 7, 49, 16, 17, 32]"
74,74,"[14, 4, 27, 10, 37, 42, 30, 2, 18, 31]"
75,75,"[35, 20, 3, 25, 15, 37, 10, 9, 12, 33]"
76,76,"[23, 29, 13, 39, 40, 36, 41, 8, 43, 15]"
77,77,"[18, 26, 41, 16, 14, 17, 30, 36, 28, 32]"
78,78,"[6, 25, 22, 48, 15, 7, 8, 21, 29, 9]"
79,79,"[43, 16, 13, 37, 27, 32, 41, 49, 48, 1]"
80,80,"[41, 1, 19, 45, 10, 29, 6, 32, 36, 43]"
81,81,"[37, 34, 38, 45, 22, 1, 32, 43, 48, 16]"
82,82,"[23, 16, 28, 1, 46, 3, 11, 22, 34, 36]"
83,83,"[48, 42, 25, 14, 43, 40, 13, 3, 8, 10]"
84,84,"[42, 32, 36, 45, 43, 23, 33, 14, 41, 47]"
85,85,"[9, 25, 14, 39, 23, 37, 31, 21, 17, 30]"
86,86,"[5, 8, 7, 28, 26, 20, 36, 41, 48, 43]"
87,87,"[41, 14, 40, 13, 1, 4, 6, 23, 44, 10]"
88,88,"[48, 22, 26, 0, 14, 8, 7, 1, 31, 11]"
89,89,"[5, 6, 22, 24, 3, 16, 28, 40, 21, 29]"
90,90,"[4, 25, 47, 28, 41, 24, 39, 43, 9, 23]"
91,91,"[35, 30, 44, 34, 28, 2, 47, 23, 17, 7]"
92,92,"[2, 37, 11, 25, 42, 10, 0, 46, 24, 1]"
93,93,"[9, 46, 47, 5, 24, 29, 31, 42, 22, 34]"
94,94,"[8, 37, 45, 36, 29, 16, 34, 20, 47, 3]"
95,95,"[31, 6, 35, 27, 26, 45, 25, 41, 19, 12]"
96,96,"[47, 25, 20, 30, 0, 13, 40, 45, 46, 14]"
97,97,"[4, 3, 35, 44, 26, 7, 29, 34, 19, 15]"
98,98,"[48, 19, 45, 46, 37, 17, 30, 26, 34, 10]"
99,99,"[29, 27, 24, 16, 44, 22, 31, 43, 48, 49]"
100,100,"[29, 45, 22, 3, 8, 0, 32, 24, 42, 30]"
