2,global_rounds,id_list
13,10,"[64, 41, 92, 25, 58, 47, 5, 73, 31, 93, 32, 12, 44, 2, 80, 67, 70, 51, 23, 88, 4, 8, 97, 98, 81, 21, 28, 65, 40, 48, 91, 1, 75, 33, 95, 62, 69, 36, 59, 86, 50, 19, 37, 3, 35, 53, 20, 42, 54, 15]"
14,11,"[95, 5, 7, 73, 51, 53, 70, 12, 66, 25, 19, 86, 80, 43, 92, 65, 15, 61, 26, 98, 40, 77, 9, 45, 11, 78, 48, 0, 35, 27, 46, 8, 50, 38, 90, 74, 16, 55, 2, 24, 62, 63, 71, 59, 87, 37, 39, 41, 36, 58]"
15,12,"[54, 40, 74, 82, 10, 13, 6, 83, 94, 86, 22, 46, 50, 8, 30, 15, 79, 7, 47, 59, 76, 71, 19, 96, 89, 12, 60, 90, 78, 44, 2, 88, 51, 57, 49, 72, 81, 29, 77, 25, 38, 55, 52, 85, 87, 32, 11, 62, 41, 48]"
16,13,"[55, 66, 2, 13, 47, 40, 93, 81, 83, 7, 39, 79, 75, 99, 34, 21, 54, 91, 95, 44, 19, 38, 36, 86, 10, 59, 32, 97, 94, 67, 76, 3, 25, 85, 1, 57, 87, 65, 48, 12, 98, 88, 31, 11, 41, 43, 52, 96, 0, 92]"
17,14,"[67, 8, 6, 80, 38, 63, 71, 55, 58, 5, 11, 73, 18, 95, 3, 50, 93, 66, 70, 59, 37, 42, 40, 19, 77, 84, 28, 53, 47, 39, 75, 41, 34, 14, 90, 4, 23, 24, 7, 2, 57, 13, 74, 20, 22, 85, 9, 25, 76, 96]"
18,15,"[26, 83, 29, 1, 13, 75, 0, 33, 85, 70, 25, 52, 15, 41, 32, 31, 16, 68, 27, 38, 71, 64, 24, 42, 91, 30, 2, 4, 36, 10, 20, 76, 60, 49, 81, 92, 22, 50, 8, 89, 47, 9, 17, 87, 93, 19, 94, 6, 99, 56]"
19,16,"[59, 89, 46, 70, 13, 7, 94, 4, 81, 95, 62, 25, 6, 34, 61, 10, 19, 57, 67, 58, 50, 37, 39, 66, 24, 42, 60, 85, 22, 69, 12, 84, 53, 15, 71, 82, 55, 20, 56, 30, 72, 41, 52, 90, 96, 21, 68, 76, 48, 91]"
20,17,"[66, 48, 9, 68, 67, 42, 79, 5, 80, 2, 17, 33, 62, 81, 44, 69, 45, 86, 75, 21, 13, 95, 26, 46, 16, 25, 65, 36, 22, 30, 3, 1, 57, 32, 77, 58, 15, 56, 90, 93, 41, 84, 0, 35, 53, 51, 55, 28, 97, 64]"
21,18,"[86, 34, 82, 75, 35, 15, 1, 80, 13, 66, 31, 55, 83, 60, 39, 78, 67, 74, 18, 65, 49, 9, 16, 38, 19, 56, 53, 7, 85, 73, 37, 5, 59, 50, 79, 64, 4, 43, 30, 47, 81, 58, 21, 27, 94, 77, 72, 22, 29, 96]"
22,19,"[29, 36, 83, 82, 12, 59, 56, 42, 40, 86, 78, 70, 99, 15, 18, 88, 60, 30, 73, 17, 13, 66, 24, 3, 22, 94, 31, 19, 98, 5, 49, 58, 25, 79, 93, 71, 81, 76, 95, 97, 9, 64, 41, 61, 44, 48, 6, 34, 63, 16]"
23,20,"[27, 83, 43, 1, 58, 3, 15, 55, 88, 37, 29, 75, 12, 93, 19, 87, 38, 33, 59, 6, 13, 5, 80, 63, 98, 53, 28, 24, 54, 0, 2, 44, 22, 47, 31, 67, 65, 34, 21, 66, 18, 49, 81, 71, 48, 99, 36, 46, 16, 89]"
24,21,"[3, 27, 70, 20, 26, 68, 16, 23, 96, 85, 35, 39, 79, 25, 50, 91, 92, 1, 22, 95, 57, 14, 84, 7, 53, 0, 93, 48, 38, 15, 62, 61, 12, 78, 51, 72, 76, 97, 41, 60, 46, 65, 52, 13, 82, 56, 44, 9, 98, 89]"
25,22,"[72, 65, 60, 84, 56, 89, 41, 71, 74, 18, 86, 91, 80, 83, 45, 81, 17, 50, 69, 32, 44, 90, 52, 14, 25, 39, 78, 21, 35, 59, 42, 36, 77, 46, 66, 54, 49, 2, 8, 93, 61, 6, 33, 28, 19, 57, 63, 3, 82, 30]"
26,23,"[55, 21, 89, 31, 65, 14, 59, 97, 38, 57, 67, 78, 44, 16, 87, 96, 37, 11, 25, 82, 48, 40, 54, 19, 32, 71, 63, 77, 26, 88, 18, 70, 75, 43, 80, 29, 64, 91, 45, 4, 73, 23, 92, 6, 53, 94, 39, 7, 27, 24]"
27,24,"[4, 64, 31, 82, 27, 79, 34, 60, 26, 76, 56, 67, 99, 73, 90, 51, 68, 45, 88, 21, 15, 25, 74, 94, 97, 23, 3, 11, 35, 44, 86, 13, 39, 89, 30, 81, 47, 65, 9, 10, 33, 36, 70, 66, 22, 87, 61, 59, 46, 2]"
28,25,"[2, 28, 40, 34, 82, 26, 52, 92, 55, 45, 87, 90, 43, 37, 13, 64, 8, 29, 5, 89, 51, 27, 21, 80, 99, 85, 35, 93, 97, 17, 69, 68, 30, 77, 4, 14, 71, 38, 15, 61, 81, 9, 88, 57, 67, 0, 46, 72, 60, 79]"
29,26,"[0, 89, 43, 21, 10, 97, 69, 67, 25, 34, 61, 93, 83, 4, 71, 85, 51, 12, 19, 77, 8, 44, 68, 3, 14, 46, 50, 95, 11, 23, 30, 72, 52, 79, 88, 32, 91, 36, 98, 27, 9, 54, 28, 18, 70, 87, 33, 94, 31, 48]"
30,27,"[34, 52, 76, 47, 0, 22, 31, 59, 3, 95, 18, 84, 40, 7, 36, 21, 90, 26, 23, 28, 49, 44, 86, 74, 38, 29, 1, 94, 14, 85, 51, 72, 89, 15, 17, 62, 70, 2, 60, 20, 11, 65, 71, 19, 43, 88, 48, 87, 13, 98]"
31,28,"[96, 82, 63, 27, 60, 44, 58, 38, 62, 10, 0, 41, 90, 80, 76, 34, 29, 39, 57, 25, 73, 94, 91, 36, 32, 6, 79, 16, 30, 53, 11, 40, 55, 42, 56, 12, 47, 61, 4, 77, 14, 37, 2, 66, 3, 95, 67, 18, 65, 71]"
32,29,"[58, 47, 28, 39, 77, 14, 37, 79, 56, 35, 23, 38, 96, 63, 36, 40, 98, 95, 99, 87, 64, 86, 26, 11, 88, 85, 4, 92, 76, 91, 55, 97, 41, 34, 52, 21, 20, 57, 9, 49, 19, 17, 68, 50, 2, 78, 8, 43, 90, 12]"
33,30,"[78, 4, 99, 18, 79, 95, 38, 90, 32, 64, 42, 75, 59, 20, 43, 74, 82, 6, 29, 77, 67, 35, 97, 13, 7, 86, 19, 45, 92, 8, 65, 23, 87, 93, 51, 66, 94, 28, 14, 88, 56, 10, 15, 68, 89, 98, 24, 31, 81, 63]"
34,31,"[16, 64, 58, 12, 87, 60, 21, 3, 39, 63, 20, 49, 0, 28, 15, 8, 57, 69, 38, 7, 5, 67, 77, 85, 61, 4, 46, 30, 54, 43, 81, 80, 24, 25, 79, 53, 62, 2, 73, 33, 29, 88, 68, 95, 75, 45, 99, 98, 65, 6]"
35,32,"[59, 67, 27, 29, 34, 90, 70, 22, 17, 65, 43, 36, 60, 81, 82, 52, 98, 72, 46, 10, 84, 14, 49, 86, 80, 3, 38, 87, 21, 0, 25, 99, 12, 37, 44, 94, 23, 97, 4, 79, 2, 42, 54, 20, 30, 45, 9, 31, 71, 8]"
36,33,"[79, 62, 75, 17, 60, 80, 9, 2, 64, 34, 61, 51, 72, 38, 29, 91, 39, 12, 26, 57, 81, 59, 28, 11, 41, 90, 97, 83, 33, 85, 40, 50, 19, 27, 54, 14, 18, 84, 15, 24, 73, 99, 95, 47, 21, 5, 55, 7, 3, 86]"
37,34,"[80, 6, 79, 13, 76, 5, 64, 19, 57, 25, 46, 50, 14, 97, 86, 18, 82, 7, 26, 21, 77, 53, 32, 2, 4, 72, 27, 63, 56, 47, 90, 98, 29, 91, 36, 60, 83, 10, 92, 74, 52, 88, 65, 61, 58, 84, 33, 85, 96, 68]"
38,35,"[42, 68, 12, 33, 34, 98, 94, 18, 36, 11, 22, 39, 2, 91, 54, 87, 78, 67, 41, 74, 88, 8, 19, 81, 92, 82, 89, 77, 93, 28, 55, 37, 10, 26, 70, 76, 4, 1, 56, 50, 32, 29, 72, 24, 38, 85, 69, 46, 84, 16]"
39,36,"[37, 67, 59, 35, 28, 18, 6, 2, 88, 1, 71, 55, 84, 60, 68, 3, 25, 74, 45, 90, 87, 31, 50, 58, 95, 97, 4, 62, 70, 43, 30, 15, 92, 96, 7, 53, 57, 11, 56, 89, 82, 77, 26, 98, 44, 61, 10, 64, 99, 86]"
40,37,"[33, 83, 97, 73, 53, 27, 19, 7, 68, 0, 47, 23, 46, 77, 50, 93, 70, 95, 48, 42, 63, 90, 24, 6, 99, 74, 2, 72, 67, 5, 96, 4, 69, 21, 82, 15, 35, 62, 45, 78, 49, 64, 57, 31, 52, 17, 20, 75, 12, 61]"
41,38,"[13, 84, 90, 73, 58, 37, 45, 29, 59, 65, 96, 35, 11, 21, 49, 6, 17, 87, 41, 67, 28, 25, 66, 5, 80, 57, 77, 75, 9, 76, 89, 7, 95, 91, 48, 12, 79, 98, 23, 82, 97, 86, 50, 52, 38, 61, 46, 15, 36, 22]"
42,39,"[76, 53, 15, 51, 19, 35, 63, 70, 54, 66, 85, 42, 38, 87, 89, 99, 23, 60, 20, 13, 39, 31, 55, 74, 73, 27, 91, 6, 92, 52, 56, 18, 80, 84, 90, 94, 44, 83, 37, 69, 14, 22, 10, 29, 24, 36, 86, 46, 32, 48]"
43,40,"[52, 0, 1, 71, 16, 97, 31, 43, 96, 4, 95, 68, 91, 56, 24, 78, 77, 66, 58, 21, 65, 62, 36, 40, 2, 13, 3, 57, 30, 72, 28, 88, 33, 22, 76, 61, 20, 27, 14, 79, 94, 11, 18, 87, 29, 15, 92, 93, 8, 10]"
44,41,"[84, 17, 4, 51, 6, 27, 62, 18, 54, 71, 98, 61, 70, 11, 21, 10, 53, 14, 92, 46, 3, 23, 40, 63, 8, 60, 73, 37, 35, 33, 19, 82, 76, 93, 66, 85, 58, 72, 9, 34, 5, 42, 32, 47, 13, 97, 16, 75, 36, 15]"
45,42,"[67, 30, 24, 77, 42, 71, 95, 86, 8, 70, 99, 14, 88, 45, 46, 64, 31, 98, 62, 41, 96, 22, 74, 60, 79, 12, 16, 1, 53, 32, 59, 78, 85, 52, 66, 92, 56, 20, 29, 69, 58, 43, 18, 6, 50, 48, 65, 3, 28, 73]"
46,43,"[84, 85, 20, 89, 92, 0, 78, 57, 51, 81, 77, 88, 14, 43, 97, 17, 59, 48, 86, 13, 41, 58, 39, 50, 71, 23, 33, 37, 19, 49, 68, 91, 29, 83, 40, 98, 52, 11, 10, 99, 62, 15, 7, 69, 72, 44, 75, 31, 16, 87]"
47,44,"[63, 7, 27, 1, 92, 66, 44, 61, 50, 6, 0, 84, 71, 78, 74, 54, 90, 56, 51, 93, 46, 59, 77, 58, 2, 10, 8, 48, 36, 98, 20, 62, 55, 69, 30, 26, 41, 60, 68, 12, 47, 65, 94, 32, 40, 80, 24, 87, 29, 37]"
48,45,"[86, 73, 74, 49, 97, 69, 13, 83, 14, 12, 43, 9, 95, 6, 55, 67, 78, 38, 31, 24, 0, 28, 30, 88, 10, 62, 19, 18, 54, 76, 42, 79, 15, 47, 53, 32, 41, 26, 98, 16, 90, 82, 17, 68, 89, 77, 61, 45, 52, 22]"
49,46,"[24, 19, 67, 46, 82, 23, 41, 21, 15, 9, 6, 93, 7, 61, 58, 14, 56, 25, 68, 59, 44, 54, 96, 85, 50, 97, 33, 20, 36, 76, 77, 74, 11, 8, 80, 2, 52, 89, 16, 71, 43, 88, 73, 99, 63, 66, 26, 70, 4, 65]"
50,47,"[16, 57, 12, 80, 34, 13, 28, 82, 20, 50, 6, 18, 67, 48, 71, 72, 88, 62, 55, 33, 22, 92, 86, 46, 17, 19, 58, 95, 4, 60, 90, 91, 73, 8, 52, 84, 87, 64, 83, 38, 7, 49, 31, 24, 0, 26, 96, 54, 23, 29]"
51,48,"[21, 26, 16, 73, 32, 99, 66, 23, 8, 98, 44, 14, 19, 80, 46, 71, 9, 5, 27, 72, 0, 88, 67, 85, 58, 2, 65, 78, 15, 7, 38, 90, 40, 6, 1, 57, 83, 47, 3, 70, 37, 69, 24, 43, 45, 87, 53, 11, 79, 74]"
52,49,"[74, 94, 0, 44, 35, 58, 72, 77, 45, 98, 13, 59, 15, 93, 64, 29, 26, 88, 79, 2, 34, 25, 42, 18, 32, 97, 81, 22, 99, 78, 33, 82, 23, 51, 56, 53, 95, 8, 1, 21, 52, 54, 96, 47, 7, 68, 20, 62, 24, 31]"
53,50,"[64, 33, 91, 0, 51, 16, 87, 26, 13, 99, 52, 53, 78, 3, 79, 85, 65, 50, 48, 90, 98, 62, 57, 63, 14, 38, 10, 34, 88, 44, 94, 9, 73, 18, 56, 12, 7, 77, 11, 76, 89, 22, 72, 6, 21, 5, 30, 4, 24, 71]"
54,51,"[15, 65, 24, 10, 16, 52, 86, 66, 83, 97, 40, 87, 22, 95, 76, 20, 64, 85, 1, 73, 27, 13, 59, 9, 58, 84, 88, 8, 39, 6, 51, 35, 4, 70, 26, 49, 90, 94, 2, 53, 19, 29, 5, 48, 98, 81, 45, 38, 11, 67]"
55,52,"[63, 67, 80, 87, 20, 0, 69, 17, 71, 72, 27, 23, 49, 45, 60, 58, 29, 83, 91, 28, 73, 26, 62, 7, 79, 6, 93, 38, 50, 18, 85, 66, 35, 47, 21, 75, 13, 61, 74, 19, 5, 39, 84, 48, 51, 3, 65, 2, 32, 9]"
56,53,"[57, 69, 25, 88, 71, 21, 38, 98, 1, 55, 22, 15, 6, 47, 90, 26, 97, 72, 58, 91, 48, 39, 77, 54, 94, 59, 82, 65, 53, 4, 49, 17, 3, 28, 24, 64, 73, 99, 8, 41, 12, 18, 13, 62, 14, 79, 92, 7, 66, 9]"
57,54,"[22, 32, 36, 9, 84, 81, 88, 21, 43, 98, 54, 80, 67, 46, 29, 72, 34, 14, 64, 41, 68, 49, 4, 20, 1, 40, 83, 33, 7, 6, 39, 50, 69, 70, 38, 51, 15, 35, 52, 73, 56, 12, 89, 11, 95, 94, 75, 27, 37, 25]"
58,55,"[91, 80, 43, 56, 63, 25, 59, 72, 1, 57, 2, 41, 20, 19, 46, 0, 18, 83, 69, 96, 40, 97, 99, 77, 33, 22, 24, 94, 62, 34, 17, 52, 73, 32, 45, 12, 90, 7, 61, 16, 39, 37, 95, 27, 8, 28, 60, 14, 58, 88]"
59,56,"[23, 11, 9, 61, 60, 41, 75, 1, 20, 51, 35, 40, 25, 12, 68, 71, 44, 96, 82, 49, 32, 89, 72, 95, 62, 87, 26, 66, 2, 27, 79, 57, 46, 97, 85, 24, 99, 37, 67, 80, 86, 43, 73, 48, 50, 64, 77, 53, 33, 18]"
60,57,"[95, 32, 12, 90, 18, 37, 76, 27, 92, 93, 25, 80, 77, 60, 21, 0, 29, 99, 66, 87, 41, 69, 34, 85, 78, 71, 19, 43, 42, 59, 61, 49, 14, 56, 70, 79, 72, 91, 63, 88, 96, 17, 9, 44, 26, 38, 97, 74, 98, 50]"
61,58,"[19, 8, 73, 96, 68, 74, 15, 78, 82, 49, 7, 57, 87, 32, 81, 89, 52, 92, 88, 66, 70, 75, 30, 80, 23, 26, 16, 10, 63, 83, 28, 72, 2, 99, 0, 65, 14, 33, 76, 93, 42, 56, 50, 21, 77, 46, 41, 97, 31, 69]"
62,59,"[36, 70, 26, 82, 27, 59, 20, 97, 25, 16, 37, 38, 57, 35, 68, 96, 6, 46, 56, 61, 54, 12, 98, 39, 92, 47, 18, 63, 30, 42, 85, 91, 13, 66, 93, 74, 73, 23, 84, 11, 15, 44, 62, 7, 5, 29, 31, 32, 86, 8]"
63,60,"[53, 14, 9, 65, 62, 91, 26, 60, 34, 47, 49, 19, 80, 3, 69, 7, 97, 37, 99, 25, 64, 29, 32, 24, 85, 78, 31, 57, 68, 40, 73, 46, 39, 11, 23, 6, 93, 90, 79, 42, 13, 86, 95, 50, 48, 52, 61, 21, 74, 54]"
64,61,"[58, 44, 74, 41, 37, 1, 16, 60, 11, 21, 20, 3, 14, 62, 82, 55, 28, 38, 46, 36, 6, 90, 68, 70, 12, 59, 75, 99, 63, 83, 43, 89, 17, 34, 84, 54, 23, 61, 94, 98, 97, 13, 66, 22, 78, 10, 27, 49, 31, 77]"
65,62,"[53, 5, 85, 51, 89, 4, 65, 56, 50, 96, 38, 23, 45, 88, 44, 75, 55, 14, 97, 98, 63, 28, 26, 80, 57, 61, 17, 31, 64, 62, 90, 70, 81, 72, 94, 91, 93, 13, 46, 59, 27, 87, 29, 19, 20, 21, 68, 36, 95, 71]"
66,63,"[56, 43, 67, 40, 66, 72, 92, 3, 39, 95, 0, 73, 14, 11, 74, 46, 90, 84, 18, 87, 25, 62, 9, 86, 68, 55, 17, 28, 93, 21, 12, 81, 2, 16, 33, 45, 58, 91, 82, 24, 80, 70, 19, 10, 69, 34, 53, 42, 59, 78]"
67,64,"[36, 84, 81, 13, 74, 31, 28, 5, 22, 24, 39, 59, 38, 66, 44, 73, 47, 63, 25, 42, 26, 58, 55, 3, 71, 21, 10, 48, 16, 2, 65, 34, 92, 11, 80, 77, 56, 6, 98, 57, 19, 99, 60, 43, 86, 30, 20, 18, 62, 78]"
68,65,"[80, 66, 92, 21, 71, 94, 3, 54, 30, 28, 60, 44, 85, 40, 37, 72, 55, 74, 79, 93, 14, 59, 67, 64, 48, 91, 96, 53, 41, 4, 69, 88, 83, 7, 50, 68, 95, 33, 49, 46, 27, 47, 75, 24, 82, 6, 81, 58, 8, 29]"
69,66,"[81, 43, 21, 25, 33, 55, 44, 64, 31, 71, 78, 19, 48, 38, 91, 46, 23, 26, 12, 47, 87, 11, 84, 37, 77, 8, 83, 50, 76, 96, 6, 49, 65, 32, 5, 57, 98, 2, 9, 94, 45, 10, 4, 34, 75, 36, 51, 99, 67, 15]"
70,67,"[42, 60, 93, 11, 49, 46, 86, 58, 13, 47, 63, 72, 27, 4, 2, 73, 74, 53, 45, 18, 36, 12, 16, 6, 91, 43, 92, 67, 78, 22, 90, 70, 99, 48, 81, 1, 76, 94, 98, 17, 41, 29, 3, 50, 0, 8, 44, 25, 80, 35]"
71,68,"[92, 76, 14, 17, 28, 85, 51, 88, 18, 65, 56, 75, 79, 70, 78, 13, 74, 36, 22, 2, 63, 49, 33, 82, 3, 0, 5, 72, 47, 39, 77, 41, 91, 69, 12, 11, 24, 94, 4, 35, 10, 46, 61, 32, 43, 21, 73, 9, 81, 57]"
72,69,"[50, 13, 83, 76, 93, 36, 0, 46, 6, 17, 33, 61, 81, 63, 74, 54, 57, 64, 80, 21, 37, 95, 5, 8, 48, 73, 16, 3, 68, 89, 99, 65, 45, 51, 18, 91, 43, 58, 78, 11, 82, 41, 9, 19, 32, 12, 4, 25, 10, 40]"
73,70,"[95, 37, 27, 65, 47, 4, 0, 2, 86, 84, 42, 52, 87, 49, 63, 3, 55, 62, 15, 92, 56, 74, 33, 31, 79, 19, 18, 51, 36, 75, 99, 97, 38, 98, 78, 1, 68, 50, 12, 28, 39, 17, 64, 9, 57, 11, 70, 16, 71, 40]"
74,71,"[82, 62, 18, 53, 93, 64, 47, 73, 72, 97, 85, 46, 48, 54, 84, 34, 9, 63, 6, 80, 81, 68, 49, 4, 61, 2, 41, 21, 77, 56, 36, 59, 75, 78, 10, 65, 91, 8, 16, 45, 17, 25, 99, 83, 39, 76, 95, 58, 38, 42]"
75,72,"[62, 28, 53, 73, 33, 80, 5, 51, 71, 8, 2, 57, 37, 95, 54, 29, 50, 9, 25, 38, 42, 1, 27, 88, 35, 4, 78, 11, 85, 55, 3, 93, 22, 67, 63, 58, 97, 31, 15, 94, 79, 47, 82, 70, 89, 61, 24, 14, 99, 91]"
76,73,"[88, 45, 26, 34, 60, 8, 64, 51, 38, 0, 42, 23, 33, 74, 54, 22, 50, 35, 29, 58, 43, 87, 28, 37, 70, 76, 1, 39, 79, 96, 4, 41, 2, 44, 99, 57, 98, 94, 73, 31, 11, 52, 77, 84, 16, 91, 14, 53, 92, 86]"
77,74,"[10, 40, 76, 7, 55, 73, 70, 4, 48, 13, 9, 32, 78, 5, 87, 38, 28, 43, 30, 44, 8, 82, 71, 1, 45, 99, 54, 96, 59, 77, 61, 18, 3, 11, 33, 91, 88, 64, 16, 80, 51, 2, 20, 81, 26, 6, 68, 53, 90, 15]"
78,75,"[4, 87, 60, 91, 45, 75, 93, 78, 21, 8, 28, 90, 34, 37, 15, 98, 56, 23, 32, 26, 99, 24, 29, 17, 25, 46, 54, 67, 73, 84, 55, 74, 50, 94, 2, 96, 33, 61, 16, 77, 30, 12, 1, 18, 5, 71, 70, 13, 7, 39]"
79,76,"[24, 49, 35, 21, 30, 68, 1, 72, 51, 10, 36, 81, 87, 89, 77, 39, 75, 70, 28, 14, 19, 54, 41, 13, 20, 25, 27, 73, 46, 22, 11, 9, 5, 15, 26, 96, 43, 34, 78, 66, 76, 53, 8, 84, 23, 97, 6, 29, 37, 71]"
80,77,"[79, 35, 2, 28, 33, 77, 96, 46, 15, 59, 81, 67, 95, 26, 30, 97, 53, 93, 50, 45, 94, 82, 85, 11, 38, 22, 49, 83, 16, 76, 65, 73, 43, 9, 40, 68, 75, 8, 21, 19, 54, 5, 71, 41, 55, 10, 48, 72, 7, 0]"
81,78,"[88, 60, 32, 45, 56, 18, 70, 34, 67, 50, 16, 86, 39, 91, 51, 17, 35, 96, 75, 80, 25, 1, 7, 59, 0, 5, 3, 42, 49, 78, 62, 12, 63, 69, 52, 4, 66, 9, 65, 24, 84, 89, 13, 73, 61, 21, 74, 54, 77, 46]"
82,79,"[68, 33, 96, 25, 53, 82, 71, 37, 49, 21, 8, 70, 17, 18, 65, 69, 13, 95, 4, 28, 79, 97, 87, 42, 55, 48, 67, 98, 27, 88, 80, 26, 34, 66, 30, 57, 43, 1, 20, 46, 50, 35, 94, 45, 38, 14, 2, 83, 85, 6]"
83,80,"[50, 93, 81, 60, 3, 39, 56, 40, 44, 14, 42, 86, 83, 66, 77, 89, 45, 20, 80, 8, 5, 55, 1, 30, 38, 90, 76, 72, 47, 53, 95, 49, 28, 13, 48, 52, 88, 67, 46, 43, 15, 9, 68, 12, 32, 17, 78, 97, 27, 7]"
84,81,"[32, 67, 93, 14, 21, 69, 95, 82, 5, 90, 83, 40, 39, 57, 58, 59, 54, 61, 24, 63, 27, 78, 44, 86, 6, 56, 66, 33, 94, 62, 0, 35, 28, 71, 73, 91, 43, 11, 75, 20, 80, 81, 64, 96, 51, 36, 26, 42, 30, 89]"
85,82,"[94, 98, 21, 67, 88, 13, 12, 75, 58, 68, 31, 9, 55, 28, 83, 70, 79, 45, 52, 85, 74, 87, 49, 11, 14, 16, 3, 46, 23, 89, 37, 78, 36, 30, 35, 92, 34, 57, 90, 82, 73, 8, 25, 33, 71, 64, 77, 51, 47, 22]"
86,83,"[1, 17, 37, 32, 13, 81, 52, 25, 4, 35, 63, 49, 69, 51, 73, 24, 30, 99, 75, 64, 70, 83, 45, 22, 71, 57, 88, 14, 76, 80, 58, 42, 47, 39, 8, 44, 95, 12, 18, 28, 46, 79, 9, 19, 54, 43, 53, 2, 82, 16]"
87,84,"[59, 91, 47, 20, 97, 11, 58, 8, 79, 19, 57, 18, 53, 36, 28, 52, 96, 35, 78, 88, 51, 6, 1, 45, 10, 90, 12, 63, 55, 50, 40, 34, 66, 64, 49, 92, 33, 27, 13, 30, 25, 9, 68, 85, 99, 41, 82, 72, 84, 87]"
88,85,"[75, 40, 46, 20, 31, 3, 34, 78, 16, 14, 55, 95, 0, 30, 82, 54, 24, 23, 6, 73, 9, 12, 51, 65, 43, 76, 4, 94, 42, 27, 85, 99, 25, 41, 87, 45, 36, 33, 35, 71, 61, 26, 5, 86, 93, 89, 21, 72, 64, 62]"
89,86,"[80, 56, 16, 29, 50, 51, 87, 69, 0, 96, 13, 75, 92, 53, 58, 94, 61, 17, 2, 62, 9, 40, 98, 8, 36, 84, 76, 86, 26, 1, 74, 65, 54, 64, 43, 81, 20, 24, 88, 5, 3, 19, 14, 34, 71, 35, 12, 38, 18, 85]"
90,87,"[60, 99, 98, 37, 90, 91, 94, 31, 8, 16, 57, 46, 39, 76, 74, 6, 95, 85, 5, 23, 84, 67, 43, 45, 89, 62, 63, 88, 40, 13, 36, 38, 20, 68, 80, 64, 22, 47, 42, 65, 61, 26, 59, 27, 12, 51, 73, 28, 50, 21]"
91,88,"[8, 76, 54, 44, 78, 32, 33, 77, 66, 28, 16, 6, 18, 87, 80, 37, 42, 25, 46, 90, 38, 58, 9, 70, 40, 99, 60, 11, 98, 0, 88, 47, 57, 30, 2, 71, 79, 59, 39, 96, 48, 82, 73, 85, 22, 29, 15, 68, 36, 92]"
