1,clientid,error
21,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
22,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
23,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
24,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
25,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
26,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
27,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
28,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
29,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
30,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
31,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
32,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
33,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
34,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
35,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
36,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
37,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
38,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
39,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
40,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
41,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
42,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
43,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
44,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
45,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
46,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
47,0,"[0.7313104734834328, 0.7313104734834328, 0.6505775504759921, 0.6505775504759921, 0.6799809341326892, 0.6799809341326892, 0.6538128988948326, 0.6538128988948326, 0.618518409103564, 0.618518409103564, 0.5954778221967801, 0.5954778221967801, 0.6121026889595169, 0.6121026889595169, 0.6073775544800951, 0.6073775544800951, 0.536481783388256, 0.536481783388256, 0.5885310608344105, 0.5885310608344105, 0.5899847879235858, 0.5899847879235858, 0.653743120677143, 0.653743120677143, 0.6308027761836582, 0.6308027761836582, 0.62430581443114, 0.62430581443114, 0.6628060266631136, 0.6628060266631136]"
