1,clientid,error
12,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
13,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
14,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
15,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
16,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
17,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
18,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
19,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
20,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
21,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
22,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
23,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
24,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
25,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
26,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
27,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
28,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
29,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
30,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
31,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
32,0,"[1.0926669169453773, 0.982646812194412, 0.9804816615622407, 0.9276826982841688, 0.875438848347443, 0.8353538813251574, 0.8369855204434175, 0.8188192494226361, 0.7311369923181436, 0.770742127099945, 0.7590463091946793, 0.8146698821981407, 0.7821195901053642, 0.7673969225347758, 0.8014419066302773, 0.8457442913364178, 0.7330263248592053, 0.7277212818736277, 0.6840006860155184, 0.6820374714341622, 0.6649411230078078, 0.6984245623517813, 0.6744727720067186, 0.735942436966847, 0.8131033300228838, 0.8307297815078323, 0.7184638233526289, 0.7787433521211863, 0.7138769513133459, 0.849886153819835, 0.7058542057053916, 0.7868681617886288, 0.7291874234943202, 0.8013805354566762, 0.8120514390092363, 0.7672231604902658, 0.7421211436084163, 0.8006050124968918, 0.7714965229799674, 0.7965010984434936, 0.7977333121308434, 0.7494179025231693, 0.7089012206833982, 0.636909283186416, 0.7028134732952862]"
