1,id,select_time,isRichResource,last_select
16,14,11,False,149
17,15,11,False,154
18,16,7,False,148
19,17,10,False,130
20,18,15,False,154
21,19,22,False,150
22,20,21,False,155
23,21,22,False,148
24,22,27,False,155
25,23,14,False,101
26,24,16,False,150
27,25,11,False,155
28,26,31,False,143
29,27,26,False,155
30,28,14,False,152
31,29,24,False,137
32,30,14,False,145
33,31,14,False,137
34,32,13,False,150
35,33,34,False,152
36,34,18,False,150
37,35,7,False,106
38,36,18,False,147
39,37,8,False,154
40,38,15,False,133
41,39,14,False,154
42,40,15,False,153
43,41,16,False,145
44,42,33,False,153
45,43,10,False,139
46,44,23,False,153
47,45,12,False,155
48,46,6,False,110
49,47,8,False,126
50,48,19,False,144
51,49,9,False,153
52,50,22,False,152
53,51,12,False,138
54,52,15,False,137
55,53,11,False,143
56,54,15,False,145
57,55,30,False,147
58,56,8,False,138
59,57,7,False,89
60,58,29,False,150
61,59,21,False,152
62,60,19,False,151
63,61,14,False,149
64,62,8,False,140
65,63,22,False,155
66,64,21,False,154
67,65,14,False,140
68,66,12,False,147
69,67,13,False,153
70,68,11,False,135
71,69,12,False,135
72,70,21,False,149
73,71,17,False,151
74,72,15,False,148
75,73,17,False,153
76,74,8,False,154
77,75,6,False,145
78,76,28,False,151
79,77,17,False,154
80,78,5,False,147
81,79,19,False,150
82,80,32,False,149
83,81,6,False,75
84,82,9,False,131
85,83,16,False,151
86,84,14,False,154
87,85,26,False,152
88,86,13,False,154
89,87,25,False,152
90,88,5,False,137
91,89,10,False,145
92,90,6,False,154
93,91,20,False,149
94,92,9,False,150
95,93,13,False,133
96,94,14,False,150
97,95,19,False,142
98,96,11,False,147
99,97,10,False,146
100,98,7,False,114
101,99,19,False,155
1,id,select_time,isRichResource,last_select
2,0,4,False,48
3,1,6,False,55
4,2,7,False,52
5,3,9,False,50
6,4,8,False,60
7,5,2,False,51
8,6,7,False,58
9,7,3,False,49
10,8,7,False,43
11,9,3,False,19
12,10,4,False,43
13,11,5,False,58
14,12,3,False,31
15,13,8,False,54
16,14,3,False,43
17,15,2,False,19
18,16,4,False,43
19,17,6,False,33
20,18,11,False,60
21,19,7,False,53
22,20,9,False,46
23,21,4,False,46
24,22,7,False,54
25,23,7,False,60
26,24,7,False,56
27,25,6,False,51
28,26,6,False,57
29,27,6,False,60
30,28,7,False,36
31,29,5,False,60
32,30,2,False,56
33,31,6,False,37
34,32,6,False,60
35,33,9,False,57
36,34,5,False,58
37,35,6,False,26
38,36,6,False,53
39,37,5,False,43
40,38,8,False,48
41,39,4,False,57
42,40,8,False,60
43,41,7,False,59
44,42,7,False,51
45,43,7,False,60
46,44,9,False,54
47,45,7,False,59
48,46,6,False,56
49,47,8,False,54
50,48,7,False,50
51,49,8,False,58
52,50,7,False,60
53,51,5,False,59
54,52,6,False,41
55,53,7,False,52
56,54,8,False,59
57,55,6,False,48
58,56,12,False,57
59,57,7,False,58
60,58,7,False,55
61,59,4,False,40
62,60,5,False,55
63,61,8,False,52
64,62,1,False,56
65,63,5,False,59
66,64,4,False,54
67,65,6,False,46
68,66,4,False,33
69,67,10,False,56
70,68,5,False,49
71,69,0,False,0
72,70,7,False,52
73,71,3,False,21
74,72,4,False,40
75,73,8,False,57
76,74,8,False,49
77,75,5,False,55
78,76,7,False,59
79,77,12,False,58
80,78,5,False,51
81,79,5,False,58
82,80,10,False,51
83,81,6,False,45
84,82,4,False,60
85,83,6,False,53
86,84,5,False,46
87,85,6,False,59
88,86,6,False,47
89,87,6,False,59
90,88,6,False,37
91,89,3,False,40
92,90,4,False,52
93,91,6,False,45
94,92,5,False,56
95,93,10,False,56
96,94,6,False,50
97,95,8,False,52
98,96,5,False,57
99,97,3,False,58
100,98,4,False,57
101,99,6,False,55
1,id,select_time,isRichResource,last_select
2,0,17,False,153
3,1,16,False,154
4,2,18,False,155
5,3,17,False,147
6,4,15,False,143
7,5,8,False,123
8,6,18,False,157
9,7,18,False,139
10,8,19,False,155
11,9,11,False,156
12,10,11,False,140
13,11,15,False,153
14,12,10,False,152
15,13,18,False,158
16,14,11,False,147
17,15,10,False,109
18,16,19,False,152
19,17,17,False,156
20,18,17,False,156
21,19,14,False,119
22,20,20,False,151
23,21,17,False,149
24,22,17,False,158
25,23,18,False,158
26,24,21,False,137
27,25,23,False,154
28,26,14,False,158
29,27,11,False,158
30,28,16,False,155
31,29,14,False,157
32,30,14,False,139
33,31,13,False,135
34,32,19,False,153
35,33,23,False,156
36,34,15,False,155
37,35,17,False,156
38,36,19,False,152
39,37,8,False,104
40,38,18,False,151
41,39,17,False,149
42,40,18,False,152
43,41,16,False,138
44,42,18,False,157
45,43,15,False,149
46,44,20,False,153
47,45,13,False,124
48,46,16,False,156
49,47,14,False,145
50,48,14,False,154
51,49,15,False,132
52,50,10,False,128
53,51,15,False,157
54,52,15,False,147
55,53,16,False,151
56,54,16,False,153
57,55,13,False,151
58,56,25,False,158
59,57,18,False,150
60,58,16,False,153
61,59,12,False,154
62,60,10,False,158
63,61,28,False,158
64,62,8,False,157
65,63,16,False,146
66,64,20,False,155
67,65,14,False,131
68,66,16,False,150
69,67,20,False,155
70,68,16,False,144
71,69,8,False,155
72,70,12,False,146
73,71,22,False,158
74,72,15,False,156
75,73,20,False,155
76,74,16,False,141
77,75,13,False,157
78,76,13,False,154
79,77,19,False,137
80,78,14,False,147
81,79,12,False,154
82,80,17,False,157
83,81,13,False,155
84,82,11,False,150
85,83,15,False,152
86,84,19,False,152
87,85,13,False,140
88,86,16,False,155
89,87,18,False,152
90,88,22,False,146
91,89,9,False,137
92,90,15,False,157
93,91,18,False,157
94,92,20,False,143
95,93,20,False,151
96,94,15,False,154
97,95,21,False,154
98,96,18,False,158
99,97,13,False,143
100,98,14,False,140
101,99,13,False,148
