1,global_rounds,id_list
43,42,"[44, 4, 13, 69, 96, 23, 75, 0, 50, 33]"
44,43,"[58, 15, 26, 72, 76, 27, 4, 22, 86, 48]"
45,44,"[45, 2, 5, 40, 69, 85, 28, 93, 18, 43]"
46,45,"[47, 91, 60, 34, 7, 22, 96, 50, 24, 87]"
47,46,"[82, 32, 83, 25, 20, 59, 76, 89, 80, 99]"
48,47,"[10, 64, 24, 33, 36, 48, 4, 27, 94, 26]"
49,48,"[79, 76, 55, 71, 56, 6, 40, 22, 42, 20]"
50,49,"[60, 21, 73, 52, 54, 2, 30, 71, 26, 43]"
51,50,"[19, 63, 83, 91, 21, 17, 68, 33, 30, 55]"
52,51,"[9, 4, 63, 17, 95, 69, 36, 79, 20, 3]"
53,52,"[27, 55, 12, 72, 76, 36, 92, 62, 79, 28]"
54,53,"[71, 38, 83, 32, 48, 60, 10, 5, 3, 79]"
55,54,"[4, 9, 18, 25, 19, 82, 85, 27, 39, 69]"
56,55,"[13, 87, 95, 64, 90, 10, 40, 7, 31, 88]"
57,56,"[54, 66, 69, 93, 23, 26, 29, 12, 43, 79]"
58,57,"[39, 74, 56, 98, 55, 26, 94, 0, 83, 65]"
59,58,"[61, 97, 22, 25, 99, 85, 42, 68, 3, 13]"
60,59,"[37, 6, 73, 84, 67, 71, 44, 76, 58, 33]"
61,60,"[27, 49, 36, 59, 80, 6, 21, 74, 10, 44]"
1,global_rounds,id_list
2,1,"[10, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,2,"[84, 16, 77, 53, 71, 34, 51, 39, 3, 5]"
4,3,"[99, 79, 62, 85, 75, 45, 50, 20, 56, 51]"
5,4,"[67, 80, 1, 91, 38, 79, 72, 51, 40, 52]"
6,5,"[59, 50, 6, 61, 87, 81, 9, 57, 23, 80]"
7,6,"[96, 69, 19, 83, 38, 52, 45, 2, 64, 47]"
8,7,"[67, 58, 68, 23, 43, 8, 14, 48, 35, 53]"
9,8,"[83, 78, 44, 8, 52, 20, 93, 27, 22, 19]"
10,9,"[48, 66, 15, 4, 44, 55, 19, 37, 25, 29]"
11,10,"[42, 91, 29, 32, 62, 0, 13, 19, 30, 14]"
12,11,"[46, 67, 51, 64, 95, 18, 97, 73, 84, 43]"
13,12,"[98, 20, 94, 58, 26, 21, 59, 50, 30, 82]"
14,13,"[90, 66, 24, 31, 26, 81, 85, 44, 91, 87]"
15,14,"[11, 86, 42, 0, 89, 87, 37, 58, 3, 98]"
16,15,"[52, 36, 39, 82, 34, 15, 1, 46, 73, 42]"
17,16,"[42, 61, 93, 53, 55, 34, 65, 27, 76, 75]"
18,17,"[23, 87, 21, 6, 33, 31, 29, 41, 26, 60]"
19,18,"[68, 42, 91, 30, 8, 22, 52, 79, 10, 24]"
20,19,"[34, 86, 78, 58, 85, 16, 6, 9, 92, 22]"
21,20,"[29, 11, 54, 27, 37, 62, 67, 43, 58, 70]"
22,21,"[58, 32, 93, 48, 59, 35, 23, 21, 49, 28]"
23,22,"[34, 95, 42, 62, 41, 91, 77, 50, 33, 10]"
24,23,"[53, 88, 48, 8, 81, 70, 96, 33, 14, 30]"
25,24,"[26, 99, 79, 95, 69, 13, 33, 38, 20, 35]"
26,25,"[33, 51, 29, 55, 11, 60, 26, 79, 50, 13]"
27,26,"[55, 22, 64, 10, 85, 99, 95, 13, 90, 71]"
28,27,"[9, 56, 5, 10, 4, 11, 63, 76, 55, 27]"
29,28,"[65, 16, 27, 58, 98, 85, 42, 93, 61, 97]"
30,29,"[36, 7, 57, 86, 4, 80, 53, 31, 22, 28]"
31,30,"[33, 4, 94, 64, 11, 41, 71, 80, 9, 85]"
32,31,"[91, 73, 39, 55, 79, 74, 20, 2, 27, 44]"
33,32,"[58, 20, 91, 54, 79, 73, 44, 57, 34, 84]"
34,33,"[88, 85, 33, 76, 5, 8, 95, 83, 44, 70]"
35,34,"[85, 9, 19, 18, 50, 59, 38, 76, 14, 79]"
36,35,"[42, 12, 19, 83, 93, 66, 44, 1, 24, 27]"
37,36,"[66, 77, 88, 13, 20, 8, 81, 29, 90, 82]"
38,37,"[58, 5, 63, 91, 85, 36, 52, 23, 21, 76]"
39,38,"[77, 22, 11, 51, 63, 76, 32, 9, 70, 58]"
40,39,"[71, 44, 27, 95, 68, 96, 66, 64, 86, 89]"
41,40,"[77, 40, 32, 6, 26, 30, 89, 29, 41, 66]"
42,41,"[58, 23, 51, 52, 22, 19, 97, 50, 21, 16]"
43,42,"[4, 44, 13, 69, 75, 96, 23, 0, 33, 27]"
44,43,"[58, 15, 26, 27, 72, 76, 4, 22, 86, 48]"
45,44,"[45, 2, 5, 40, 85, 28, 93, 69, 27, 18]"
46,45,"[47, 91, 60, 7, 22, 34, 96, 24, 87, 50]"
47,46,"[82, 32, 83, 20, 25, 59, 89, 76, 80, 99]"
48,47,"[10, 64, 33, 24, 36, 27, 4, 94, 48, 26]"
49,48,"[79, 76, 55, 71, 56, 6, 40, 22, 42, 31]"
50,49,"[60, 21, 73, 52, 54, 2, 71, 30, 26, 80]"
51,50,"[19, 63, 83, 91, 21, 17, 33, 68, 30, 55]"
52,51,"[9, 4, 63, 17, 95, 69, 79, 36, 3, 20]"
53,52,"[27, 55, 12, 72, 36, 76, 62, 92, 79, 73]"
54,53,"[71, 38, 83, 32, 48, 5, 60, 79, 3, 10]"
55,54,"[4, 9, 18, 19, 25, 85, 27, 82, 39, 64]"
56,55,"[13, 87, 95, 64, 90, 40, 10, 7, 31, 94]"
57,56,"[54, 66, 93, 23, 69, 26, 12, 29, 79, 96]"
58,57,"[39, 74, 56, 98, 55, 26, 94, 65, 0, 83]"
59,58,"[61, 97, 22, 25, 85, 99, 3, 42, 68, 13]"
60,59,"[37, 6, 73, 84, 67, 71, 33, 44, 58, 76]"
61,60,"[27, 49, 36, 80, 59, 6, 74, 21, 10, 44]"
62,61,"[5, 95, 71, 48, 77, 80, 10, 21, 33, 58]"
63,62,"[51, 26, 4, 60, 87, 67, 15, 31, 20, 91]"
64,63,"[79, 64, 40, 7, 57, 86, 42, 29, 80, 54]"
65,64,"[87, 90, 55, 66, 62, 4, 89, 86, 80, 96]"
66,65,"[42, 39, 61, 80, 26, 12, 54, 85, 59, 65]"
67,66,"[61, 55, 80, 7, 36, 24, 31, 11, 98, 74]"
68,67,"[72, 85, 82, 41, 48, 47, 4, 44, 57, 97]"
69,68,"[22, 38, 65, 59, 42, 47, 26, 86, 39, 72]"
70,69,"[36, 48, 37, 58, 50, 22, 47, 87, 73, 63]"
71,70,"[50, 73, 19, 85, 70, 78, 77, 24, 99, 44]"
72,71,"[35, 27, 95, 8, 63, 0, 28, 41, 42, 85]"
73,72,"[26, 76, 39, 30, 24, 53, 93, 22, 42, 33]"
74,73,"[31, 60, 4, 33, 64, 65, 27, 93, 47, 28]"
75,74,"[55, 80, 13, 37, 33, 81, 54, 69, 35, 19]"
76,75,"[17, 28, 32, 42, 97, 80, 23, 94, 81, 93]"
77,76,"[80, 30, 9, 21, 55, 42, 52, 20, 12, 59]"
78,77,"[8, 85, 41, 69, 73, 20, 67, 23, 15, 68]"
79,78,"[59, 10, 80, 57, 26, 9, 23, 29, 44, 33]"
80,79,"[59, 30, 86, 5, 26, 80, 99, 50, 65, 40]"
81,80,"[8, 36, 25, 21, 80, 4, 34, 52, 69, 56]"
82,81,"[12, 61, 38, 24, 48, 1, 42, 64, 25, 33]"
83,82,"[29, 55, 42, 85, 40, 9, 34, 43, 65, 91]"
84,83,"[20, 65, 85, 72, 98, 70, 49, 7, 3, 19]"
85,84,"[84, 5, 30, 59, 32, 70, 48, 35, 7, 99]"
86,85,"[48, 23, 18, 19, 50, 24, 82, 45, 6, 68]"
87,86,"[94, 74, 26, 87, 79, 99, 56, 49, 83, 6]"
88,87,"[54, 63, 70, 3, 6, 71, 84, 77, 76, 41]"
89,88,"[71, 67, 55, 26, 70, 21, 4, 36, 72, 45]"
90,89,"[40, 52, 20, 23, 74, 51, 57, 41, 4, 42]"
91,90,"[86, 41, 39, 55, 7, 29, 46, 3, 5, 60]"
92,91,"[24, 19, 48, 16, 97, 17, 67, 79, 32, 71]"
93,92,"[51, 58, 96, 26, 85, 36, 76, 29, 89, 48]"
94,93,"[99, 71, 54, 22, 87, 50, 85, 92, 18, 29]"
95,94,"[74, 80, 8, 12, 87, 95, 45, 29, 34, 38]"
96,95,"[68, 59, 76, 46, 4, 52, 38, 45, 29, 94]"
97,96,"[54, 48, 59, 87, 4, 76, 65, 32, 41, 60]"
98,97,"[9, 72, 77, 55, 54, 94, 79, 25, 75, 3]"
99,98,"[39, 38, 63, 12, 6, 46, 73, 44, 36, 28]"
100,99,"[91, 44, 40, 14, 27, 19, 13, 87, 24, 70]"
101,100,"[11, 80, 13, 70, 38, 44, 20, 14, 10, 21]"
102,101,"[50, 4, 40, 22, 23, 20, 54, 95, 6, 33]"
103,102,"[41, 89, 59, 29, 10, 21, 26, 73, 93, 70]"
104,103,"[76, 83, 88, 89, 61, 27, 99, 91, 64, 58]"
105,104,"[87, 33, 18, 76, 92, 95, 85, 9, 60, 49]"
106,105,"[36, 50, 2, 92, 64, 4, 77, 70, 72, 5]"
107,106,"[64, 72, 77, 26, 6, 60, 41, 87, 35, 44]"
108,107,"[42, 33, 45, 28, 72, 14, 43, 29, 85, 49]"
109,108,"[99, 36, 96, 17, 31, 42, 4, 70, 80, 58]"
110,109,"[44, 97, 58, 99, 0, 60, 42, 1, 70, 83]"
111,110,"[80, 5, 65, 46, 6, 30, 42, 12, 59, 76]"
112,111,"[60, 53, 20, 43, 76, 18, 14, 99, 91, 32]"
113,112,"[38, 42, 60, 22, 50, 27, 95, 4, 58, 91]"
114,113,"[63, 17, 85, 58, 86, 1, 8, 64, 92, 48]"
115,114,"[34, 36, 24, 44, 64, 98, 54, 10, 55, 3]"
116,115,"[83, 27, 3, 55, 47, 42, 76, 58, 40, 52]"
117,116,"[76, 56, 31, 63, 29, 34, 94, 92, 19, 12]"
118,117,"[33, 22, 51, 76, 66, 55, 43, 44, 50, 27]"
119,118,"[31, 16, 63, 72, 42, 67, 68, 29, 84, 40]"
120,119,"[80, 53, 22, 5, 71, 28, 61, 31, 59, 58]"
121,120,"[19, 52, 62, 22, 55, 60, 64, 10, 13, 17]"
122,121,"[4, 84, 8, 41, 59, 77, 10, 6, 38, 27]"
123,122,"[22, 17, 95, 9, 26, 84, 21, 55, 13, 80]"
124,123,"[87, 95, 10, 26, 84, 15, 70, 31, 21, 19]"
125,124,"[83, 33, 78, 55, 34, 2, 26, 95, 73, 76]"
126,125,"[11, 34, 63, 37, 33, 53, 4, 0, 15, 82]"
127,126,"[26, 39, 79, 89, 99, 6, 47, 77, 91, 33]"
128,127,"[66, 3, 8, 19, 29, 68, 87, 33, 80, 93]"
129,128,"[3, 30, 6, 91, 17, 58, 53, 87, 60, 69]"
130,129,"[28, 63, 19, 27, 71, 65, 29, 36, 32, 43]"
131,130,"[55, 59, 43, 18, 10, 3, 7, 83, 14, 17]"
132,131,"[29, 42, 26, 8, 82, 22, 18, 38, 76, 80]"
133,132,"[59, 20, 96, 80, 14, 33, 4, 34, 61, 87]"
134,133,"[55, 87, 42, 76, 93, 38, 71, 10, 65, 8]"
135,134,"[18, 25, 55, 99, 33, 61, 34, 69, 94, 1]"
136,135,"[18, 83, 69, 68, 84, 5, 12, 22, 58, 97]"
137,136,"[67, 70, 45, 22, 80, 54, 73, 50, 63, 26]"
138,137,"[29, 58, 77, 20, 52, 31, 21, 34, 13, 88]"
139,138,"[21, 67, 27, 73, 51, 70, 56, 45, 86, 50]"
140,139,"[26, 80, 64, 60, 9, 2, 95, 49, 41, 43]"
141,140,"[39, 10, 19, 48, 63, 24, 62, 12, 65, 75]"
142,141,"[33, 87, 26, 4, 24, 1, 72, 21, 2, 55]"
143,142,"[40, 80, 66, 33, 18, 95, 28, 15, 70, 77]"
144,143,"[53, 21, 25, 33, 60, 73, 72, 22, 76, 26]"
145,144,"[20, 48, 99, 61, 50, 87, 63, 0, 22, 28]"
146,145,"[75, 41, 54, 58, 30, 21, 49, 85, 84, 89]"
147,146,"[10, 91, 55, 94, 97, 61, 58, 15, 42, 80]"
148,147,"[55, 78, 94, 33, 63, 36, 39, 96, 28, 66]"
149,148,"[10, 21, 72, 70, 64, 87, 92, 16, 15, 45]"
150,149,"[77, 4, 64, 91, 14, 42, 99, 70, 61, 80]"
151,150,"[34, 79, 94, 19, 63, 92, 24, 33, 32, 58]"
152,151,"[33, 42, 60, 4, 76, 50, 83, 71, 63, 44]"
153,152,"[85, 18, 33, 50, 25, 1, 63, 59, 87, 28]"
154,153,"[49, 3, 4, 44, 73, 42, 84, 67, 40, 13]"
155,154,"[84, 90, 39, 37, 18, 64, 86, 74, 15, 77]"
156,155,"[99, 22, 25, 63, 27, 45, 10, 2, 4, 20]"
1,global_rounds,id_list
2,1,"[76, 92, 88, 65, 96, 94, 47, 31, 17, 91]"
3,2,"[95, 28, 32, 23, 18, 99, 19, 55, 8, 35]"
4,3,"[87, 18, 11, 77, 34, 28, 85, 6, 25, 57]"
5,4,"[55, 80, 18, 95, 49, 22, 70, 67, 30, 74]"
6,5,"[39, 29, 20, 45, 87, 17, 65, 9, 22, 49]"
7,6,"[56, 32, 90, 50, 76, 42, 27, 80, 93, 51]"
8,7,"[94, 91, 61, 3, 73, 63, 55, 7, 58, 28]"
9,8,"[78, 18, 20, 92, 90, 56, 38, 44, 70, 95]"
10,9,"[35, 80, 77, 4, 17, 40, 88, 24, 86, 61]"
11,10,"[81, 36, 71, 52, 8, 31, 60, 46, 65, 64]"
12,11,"[6, 83, 71, 21, 74, 47, 88, 99, 8, 17]"
13,12,"[9, 35, 89, 12, 80, 95, 36, 37, 65, 66]"
14,13,"[56, 22, 77, 58, 80, 10, 59, 17, 39, 23]"
15,14,"[34, 4, 61, 36, 92, 23, 20, 79, 46, 6]"
16,15,"[16, 54, 1, 73, 44, 13, 39, 81, 43, 25]"
17,16,"[33, 3, 49, 47, 8, 68, 31, 59, 74, 87]"
18,17,"[19, 63, 56, 28, 66, 35, 42, 94, 77, 93]"
19,18,"[34, 50, 52, 98, 26, 51, 58, 18, 15, 40]"
20,19,"[53, 64, 26, 38, 36, 29, 15, 20, 14, 9]"
21,20,"[8, 40, 72, 18, 70, 10, 93, 74, 68, 47]"
22,21,"[84, 1, 44, 0, 38, 65, 41, 71, 3, 74]"
23,22,"[90, 33, 16, 55, 6, 97, 49, 81, 61, 82]"
24,23,"[24, 34, 53, 2, 43, 38, 58, 83, 35, 52]"
25,24,"[56, 86, 93, 70, 52, 94, 48, 42, 33, 61]"
26,25,"[56, 19, 85, 44, 60, 96, 43, 5, 75, 77]"
27,26,"[40, 54, 83, 89, 27, 98, 31, 35, 78, 77]"
28,27,"[29, 53, 51, 18, 3, 47, 80, 54, 88, 70]"
29,28,"[13, 25, 12, 67, 50, 43, 48, 20, 0, 10]"
30,29,"[57, 53, 19, 26, 47, 76, 73, 61, 66, 74]"
31,30,"[46, 36, 84, 2, 40, 37, 64, 77, 22, 1]"
32,31,"[14, 28, 93, 85, 57, 22, 12, 67, 68, 88]"
33,32,"[42, 33, 86, 2, 91, 83, 72, 63, 77, 44]"
34,33,"[45, 77, 66, 17, 82, 52, 83, 75, 26, 4]"
35,34,"[41, 46, 79, 44, 33, 56, 84, 13, 91, 95]"
36,35,"[28, 75, 87, 67, 4, 85, 56, 31, 44, 51]"
37,36,"[81, 78, 73, 91, 48, 28, 11, 57, 33, 41]"
38,37,"[68, 99, 45, 93, 49, 88, 41, 31, 4, 7]"
39,38,"[38, 24, 16, 67, 72, 20, 95, 56, 18, 93]"
40,39,"[59, 60, 67, 77, 79, 54, 2, 47, 48, 99]"
41,40,"[99, 73, 89, 11, 72, 37, 58, 19, 59, 21]"
42,41,"[74, 13, 93, 94, 52, 37, 8, 61, 38, 18]"
43,42,"[3, 20, 48, 32, 27, 78, 25, 21, 70, 93]"
44,43,"[37, 54, 19, 16, 8, 10, 14, 86, 81, 3]"
45,44,"[80, 3, 49, 43, 24, 1, 55, 13, 79, 44]"
46,45,"[20, 6, 58, 84, 76, 53, 43, 81, 33, 91]"
47,46,"[25, 0, 20, 86, 53, 65, 21, 24, 38, 84]"
48,47,"[92, 98, 26, 77, 76, 86, 80, 48, 50, 3]"
49,48,"[67, 95, 6, 0, 56, 80, 75, 38, 55, 50]"
50,49,"[74, 1, 76, 68, 7, 42, 67, 2, 49, 57]"
51,50,"[48, 97, 22, 2, 40, 42, 94, 56, 3, 29]"
52,51,"[18, 42, 13, 27, 80, 78, 25, 5, 46, 73]"
53,52,"[95, 57, 53, 32, 90, 2, 96, 70, 45, 61]"
54,53,"[36, 83, 41, 23, 19, 60, 33, 45, 63, 13]"
55,54,"[47, 73, 44, 4, 64, 13, 11, 40, 23, 22]"
56,55,"[1, 24, 96, 87, 58, 41, 60, 99, 75, 67]"
57,56,"[24, 67, 23, 46, 93, 30, 54, 45, 92, 62]"
58,57,"[26, 56, 33, 96, 39, 4, 98, 73, 85, 54]"
59,58,"[77, 97, 34, 27, 11, 6, 57, 49, 79, 82]"
60,59,"[54, 63, 87, 32, 51, 85, 76, 45, 50, 41]"
61,60,"[40, 50, 32, 18, 82, 4, 29, 27, 23, 43]"
1,global_rounds,id_list
2,1,"[76, 92, 88, 65, 96, 94, 47, 31, 17, 91]"
3,2,"[95, 28, 32, 23, 18, 99, 19, 55, 8, 35]"
4,3,"[87, 18, 11, 77, 34, 28, 85, 6, 25, 57]"
5,4,"[55, 80, 18, 95, 49, 22, 70, 67, 30, 74]"
6,5,"[39, 29, 20, 45, 87, 17, 65, 9, 22, 49]"
7,6,"[56, 32, 90, 50, 76, 42, 27, 80, 93, 51]"
8,7,"[94, 91, 61, 3, 73, 63, 55, 7, 58, 28]"
9,8,"[78, 18, 20, 92, 90, 56, 38, 44, 70, 95]"
10,9,"[35, 80, 77, 4, 17, 40, 88, 24, 86, 61]"
11,10,"[81, 36, 71, 52, 8, 31, 60, 46, 65, 64]"
12,11,"[6, 83, 71, 21, 74, 47, 88, 99, 8, 17]"
13,12,"[9, 35, 89, 12, 80, 95, 36, 37, 65, 66]"
14,13,"[56, 22, 77, 58, 80, 10, 59, 17, 39, 23]"
15,14,"[34, 4, 61, 36, 92, 23, 20, 79, 46, 6]"
16,15,"[16, 54, 1, 73, 44, 13, 39, 81, 43, 25]"
17,16,"[33, 3, 49, 47, 8, 68, 31, 59, 74, 87]"
18,17,"[19, 63, 56, 28, 66, 35, 42, 94, 77, 93]"
19,18,"[34, 50, 52, 98, 26, 51, 58, 18, 15, 40]"
20,19,"[53, 64, 26, 38, 36, 29, 15, 20, 14, 9]"
21,20,"[8, 40, 72, 18, 70, 10, 93, 74, 68, 47]"
22,21,"[84, 1, 44, 0, 38, 65, 41, 71, 3, 74]"
23,22,"[90, 33, 16, 55, 6, 97, 49, 81, 21, 82]"
24,23,"[24, 34, 53, 2, 43, 38, 58, 83, 35, 52]"
25,24,"[56, 86, 93, 70, 52, 94, 48, 42, 33, 61]"
26,25,"[56, 19, 85, 44, 60, 96, 43, 5, 75, 50]"
27,26,"[40, 54, 83, 89, 27, 98, 31, 35, 78, 77]"
28,27,"[29, 53, 18, 51, 3, 47, 80, 54, 88, 59]"
29,28,"[13, 25, 12, 67, 50, 43, 48, 0, 20, 10]"
30,29,"[57, 53, 19, 26, 47, 76, 61, 73, 66, 74]"
31,30,"[46, 36, 84, 2, 37, 40, 64, 22, 77, 1]"
32,31,"[14, 28, 93, 85, 57, 22, 12, 67, 68, 88]"
33,32,"[42, 33, 86, 2, 91, 83, 72, 63, 77, 44]"
34,33,"[45, 77, 66, 17, 82, 52, 83, 75, 26, 4]"
35,34,"[41, 46, 79, 44, 33, 56, 84, 13, 91, 95]"
36,35,"[28, 75, 67, 87, 4, 56, 85, 31, 44, 51]"
37,36,"[81, 78, 73, 91, 48, 28, 11, 57, 33, 41]"
38,37,"[68, 99, 93, 45, 49, 41, 88, 31, 4, 7]"
39,38,"[38, 24, 16, 67, 72, 20, 95, 56, 18, 93]"
40,39,"[59, 60, 67, 77, 79, 54, 2, 47, 48, 31]"
41,40,"[99, 73, 89, 11, 72, 37, 58, 19, 59, 21]"
42,41,"[74, 13, 93, 52, 94, 37, 8, 18, 38, 61]"
