1,*********************,*********************
50,47,"[3, 17, 4, 19, 8, 2, 16, 14, 7, 1, 0, 6, 13, 15, 11, 18]"
51,48,"[17, 19, 1, 5, 6, 15, 7, 14, 4, 11, 13, 3, 0, 12, 9, 10]"
52,49,"[11, 1, 3, 7, 6, 5, 17, 0, 14, 16, 2, 12, 19, 8, 4, 18]"
53,50,"[8, 7, 0, 17, 16, 1, 11, 9, 6, 13, 12, 3, 4, 2, 14, 19]"
54,51,"[7, 6, 15, 19, 16, 9, 18, 8, 10, 11, 5, 4, 2, 0, 1, 12]"
55,52,"[5, 14, 2, 13, 19, 10, 12, 3, 1, 8, 4, 9, 0, 11, 15, 16]"
56,53,"[12, 2, 10, 1, 13, 7, 16, 18, 6, 17, 8, 15, 19, 3, 0, 9]"
57,54,"[16, 14, 19, 1, 4, 9, 13, 8, 11, 10, 12, 15, 5, 6, 7, 3]"
58,55,"[8, 16, 3, 12, 15, 1, 5, 0, 11, 17, 19, 6, 4, 10, 2, 14]"
59,56,"[12, 13, 14, 5, 11, 4, 10, 3, 19, 6, 1, 7, 15, 2, 18, 8]"
60,57,"[15, 6, 18, 13, 16, 19, 12, 4, 11, 0, 1, 10, 7, 2, 14, 17]"
61,58,"[13, 4, 15, 0, 7, 10, 3, 8, 17, 6, 2, 5, 19, 18, 1, 16]"
62,59,"[9, 13, 15, 6, 4, 19, 12, 0, 16, 8, 14, 10, 7, 3, 17, 11]"
63,60,"[5, 18, 9, 6, 2, 19, 16, 14, 4, 13, 10, 0, 1, 8, 15, 11]"
64,61,"[1, 7, 3, 8, 14, 17, 4, 11, 12, 9, 16, 13, 19, 10, 18, 5]"
65,62,"[10, 11, 0, 12, 2, 6, 16, 1, 8, 4, 15, 17, 13, 9, 18, 14]"
66,63,"[1, 15, 8, 5, 16, 14, 3, 17, 7, 2, 6, 12, 9, 10, 18, 4]"
67,64,"[10, 0, 15, 14, 16, 9, 7, 11, 5, 6, 13, 2, 18, 3, 12, 8]"
68,65,"[19, 5, 2, 6, 14, 10, 9, 17, 7, 8, 0, 11, 15, 1, 16, 12]"
69,66,"[1, 13, 8, 11, 19, 17, 4, 7, 10, 5, 0, 14, 15, 6, 16, 9]"
70,67,"[10, 14, 8, 6, 9, 17, 19, 4, 15, 12, 1, 3, 16, 0, 5, 2]"
71,68,"[15, 5, 8, 3, 16, 10, 11, 17, 13, 12, 2, 19, 1, 7, 4, 6]"
72,69,"[10, 15, 8, 0, 16, 19, 11, 17, 5, 13, 1, 7, 2, 18, 3, 6]"
73,70,"[15, 14, 5, 2, 11, 13, 6, 19, 7, 10, 12, 18, 8, 4, 3, 17]"
74,71,"[19, 8, 5, 0, 2, 10, 6, 13, 1, 14, 3, 4, 12, 18, 9, 16]"
75,72,"[18, 9, 6, 14, 10, 8, 7, 5, 17, 3, 0, 1, 11, 2, 15, 19]"
76,73,"[10, 5, 16, 13, 4, 12, 3, 0, 9, 18, 1, 19, 7, 17, 11, 8]"
77,74,"[19, 11, 4, 13, 16, 15, 12, 17, 6, 2, 8, 10, 9, 5, 1, 3]"
78,75,"[5, 19, 13, 8, 6, 18, 15, 14, 2, 16, 1, 0, 12, 3, 10, 9]"
79,76,"[1, 15, 14, 19, 5, 2, 17, 3, 16, 7, 18, 8, 11, 9, 4, 0]"
80,77,"[9, 7, 16, 11, 10, 0, 13, 19, 17, 2, 15, 12, 6, 5, 1, 8]"
81,78,"[6, 16, 4, 1, 15, 13, 17, 0, 14, 2, 12, 5, 11, 18, 19, 3]"
82,79,"[4, 18, 19, 14, 9, 0, 1, 15, 17, 8, 3, 11, 13, 7, 10, 5]"
83,80,"[5, 9, 1, 0, 8, 12, 4, 15, 16, 10, 14, 13, 2, 17, 6, 19]"
84,81,"[6, 0, 8, 9, 16, 10, 7, 3, 2, 17, 12, 5, 11, 15, 19, 1]"
85,82,"[0, 17, 12, 18, 5, 6, 15, 2, 13, 10, 11, 14, 4, 8, 7, 1]"
86,83,"[18, 15, 7, 8, 4, 11, 2, 9, 5, 1, 3, 6, 13, 12, 19, 16]"
87,84,"[7, 12, 8, 15, 14, 18, 10, 6, 4, 2, 19, 0, 9, 5, 13, 17]"
88,85,"[16, 7, 3, 11, 6, 2, 14, 18, 17, 1, 12, 19, 5, 9, 10, 15]"
89,86,"[1, 7, 8, 5, 12, 17, 4, 15, 9, 6, 10, 16, 3, 19, 0, 2]"
90,87,"[14, 12, 3, 1, 8, 4, 9, 19, 10, 13, 7, 11, 17, 6, 5, 0]"
91,88,"[13, 18, 6, 11, 17, 4, 2, 19, 5, 1, 7, 12, 9, 15, 8, 3]"
92,89,"[10, 11, 4, 9, 16, 18, 13, 1, 15, 6, 12, 0, 8, 2, 3, 5]"
93,90,"[4, 14, 1, 17, 15, 3, 12, 18, 5, 10, 19, 6, 0, 9, 8, 2]"
94,91,"[5, 8, 16, 4, 1, 11, 15, 6, 10, 3, 9, 0, 18, 2, 14, 19]"
95,92,"[3, 10, 8, 5, 4, 19, 2, 14, 1, 11, 15, 16, 12, 17, 13, 0]"
96,93,"[1, 19, 9, 10, 18, 15, 8, 3, 4, 11, 2, 5, 16, 0, 14, 13]"
97,94,"[3, 2, 11, 6, 18, 8, 13, 10, 1, 5, 14, 15, 16, 17, 19, 12]"
98,95,"[13, 17, 3, 5, 7, 15, 1, 2, 14, 19, 6, 16, 12, 11, 4, 0]"
99,96,"[17, 6, 16, 0, 9, 11, 2, 5, 19, 15, 12, 3, 7, 10, 18, 4]"
100,97,"[17, 9, 19, 12, 8, 4, 18, 7, 10, 15, 5, 6, 0, 2, 14, 13]"
101,98,"[6, 15, 0, 11, 3, 5, 13, 1, 19, 18, 10, 9, 2, 8, 12, 4]"
102,99,"[18, 14, 1, 19, 3, 7, 5, 13, 6, 12, 17, 2, 15, 10, 11, 8]"
103,100,"[16, 6, 9, 19, 12, 2, 1, 4, 13, 8, 14, 3, 0, 11, 15, 10]"
