1,id,select_time,isRichResource,last_select
25,23,17,False,146
26,24,8,False,119
27,25,23,False,157
28,26,14,False,146
29,27,5,False,140
30,28,28,False,157
31,29,8,False,117
32,30,27,False,156
33,31,23,False,148
34,32,47,False,156
35,33,21,False,154
36,34,18,False,144
37,35,6,False,107
38,36,14,False,147
39,37,6,False,86
40,38,15,False,152
41,39,16,False,155
42,40,8,False,151
43,41,33,False,143
44,42,15,False,157
45,43,11,False,148
46,44,16,False,109
47,45,36,False,156
48,46,33,False,155
49,47,7,False,104
50,48,16,False,151
51,49,9,False,139
52,50,6,False,129
53,51,12,False,94
54,52,3,False,126
55,53,19,False,156
56,54,10,False,55
57,55,23,False,153
58,56,5,False,145
59,57,10,False,118
60,58,12,False,137
61,59,12,False,155
62,60,11,False,135
63,61,18,False,150
64,62,15,False,145
65,63,16,False,157
66,64,16,False,153
67,65,14,False,134
68,66,25,False,151
69,67,28,False,157
70,68,22,False,140
71,69,22,False,155
72,70,10,False,152
73,71,11,False,150
74,72,13,False,157
75,73,16,False,147
76,74,21,False,149
77,75,7,False,154
78,76,8,False,114
79,77,19,False,153
80,78,18,False,157
81,79,5,False,156
82,80,28,False,157
83,81,12,False,154
84,82,7,False,77
85,83,9,False,147
86,84,6,False,96
87,85,12,False,95
88,86,9,False,148
89,87,14,False,150
90,88,19,False,156
91,89,23,False,155
92,90,4,False,73
93,91,12,False,153
94,92,18,False,135
95,93,9,False,157
96,94,6,False,143
97,95,10,False,137
98,96,1,False,55
99,97,6,False,130
100,98,17,False,118
101,99,14,False,155
1,id,select_time,isRichResource,last_select
2,0,7,False,56
3,1,4,False,31
4,2,5,False,34
5,3,4,False,52
6,4,5,False,42
7,5,6,False,58
8,6,4,False,35
9,7,7,False,59
10,8,9,False,60
11,9,3,False,23
12,10,7,False,60
13,11,4,False,51
14,12,1,False,47
15,13,10,False,55
16,14,9,False,60
17,15,7,False,54
18,16,11,False,51
19,17,7,False,54
20,18,6,False,56
21,19,8,False,57
22,20,11,False,57
23,21,3,False,56
24,22,6,False,59
25,23,1,False,32
26,24,9,False,59
27,25,9,False,60
28,26,7,False,56
29,27,4,False,46
30,28,5,False,44
31,29,2,False,30
32,30,10,False,55
33,31,6,False,39
34,32,9,False,53
35,33,10,False,60
36,34,5,False,47
37,35,6,False,50
38,36,4,False,51
39,37,2,False,28
40,38,7,False,59
41,39,5,False,59
42,40,5,False,60
43,41,12,False,59
44,42,8,False,60
45,43,2,False,15
46,44,8,False,57
47,45,9,False,58
48,46,5,False,35
49,47,4,False,56
50,48,8,False,59
51,49,7,False,60
52,50,2,False,52
53,51,7,False,60
54,52,1,False,50
55,53,8,False,53
56,54,7,False,53
57,55,11,False,57
58,56,4,False,42
59,57,7,False,59
60,58,6,False,60
61,59,8,False,56
62,60,4,False,53
63,61,8,False,58
64,62,15,False,57
65,63,1,False,44
66,64,8,False,47
67,65,9,False,54
68,66,8,False,53
69,67,2,False,41
70,68,9,False,49
71,69,4,False,35
72,70,4,False,33
73,71,3,False,49
74,72,6,False,41
75,73,4,False,37
76,74,5,False,36
77,75,8,False,55
78,76,2,False,46
79,77,6,False,54
80,78,10,False,55
81,79,7,False,49
82,80,5,False,52
83,81,1,False,58
84,82,7,False,51
85,83,5,False,38
86,84,3,False,41
87,85,6,False,57
88,86,2,False,35
89,87,3,False,37
90,88,6,False,48
91,89,3,False,13
92,90,7,False,57
93,91,2,False,43
94,92,7,False,58
95,93,5,False,51
96,94,7,False,50
97,95,8,False,56
98,96,4,False,43
99,97,6,False,59
100,98,10,False,57
101,99,6,False,58
1,id,select_time,isRichResource,last_select
2,0,7,False,56
3,1,4,False,31
4,2,5,False,34
5,3,4,False,52
6,4,5,False,42
7,5,6,False,58
8,6,4,False,35
9,7,7,False,59
10,8,9,False,60
11,9,3,False,23
12,10,6,False,60
13,11,5,False,51
14,12,1,False,47
15,13,10,False,55
16,14,10,False,60
17,15,7,False,54
18,16,11,False,51
19,17,7,False,54
20,18,6,False,56
21,19,8,False,57
22,20,11,False,57
23,21,3,False,56
24,22,6,False,59
25,23,1,False,32
26,24,10,False,59
27,25,9,False,60
28,26,7,False,56
29,27,4,False,46
30,28,5,False,44
31,29,2,False,30
32,30,9,False,55
33,31,6,False,39
34,32,8,False,53
35,33,10,False,60
36,34,5,False,47
37,35,6,False,50
38,36,4,False,51
39,37,2,False,28
40,38,7,False,59
41,39,5,False,59
42,40,5,False,60
43,41,12,False,59
44,42,9,False,60
45,43,2,False,15
46,44,8,False,57
47,45,9,False,58
48,46,5,False,35
49,47,3,False,56
50,48,8,False,59
51,49,7,False,60
52,50,2,False,52
53,51,7,False,60
54,52,1,False,50
55,53,8,False,53
56,54,7,False,53
57,55,10,False,57
58,56,4,False,42
59,57,8,False,59
60,58,5,False,52
61,59,8,False,56
62,60,4,False,53
63,61,8,False,58
64,62,15,False,57
65,63,1,False,44
66,64,8,False,47
67,65,9,False,54
68,66,8,False,53
69,67,2,False,41
70,68,10,False,60
71,69,5,False,35
72,70,4,False,33
73,71,3,False,49
74,72,6,False,41
75,73,4,False,37
76,74,5,False,36
77,75,8,False,55
78,76,2,False,46
79,77,6,False,54
80,78,11,False,55
81,79,7,False,49
82,80,5,False,52
83,81,1,False,58
84,82,6,False,49
85,83,5,False,38
86,84,3,False,41
87,85,6,False,57
88,86,2,False,35
89,87,3,False,37
90,88,6,False,48
91,89,3,False,13
92,90,7,False,38
93,91,2,False,43
94,92,7,False,58
95,93,5,False,51
96,94,7,False,50
97,95,7,False,53
98,96,4,False,56
99,97,6,False,59
100,98,10,False,57
101,99,6,False,58
